Nº UGRHI,UGRHI,MUNICÍPIO,PONTO,"SISTEMA
AQUÍFERO",AMOSTRA,DATA,Sinal,Al total - µg/L,Sinal,Sb Total - µg/L,Sinal,As total - µg/L,Sinal,Ba Total - µg/L,Sinal,Be Total - µg/L,Sinal,Bo total - µg/L,Sinal,Cd Total - µg/L,Sinal,Ca Total - µg/L,Sinal,Pb Total - µg/L,Sinal,Co Total - µg/L,Sinal,Cu Total - µg/L,Sinal,Cr total - µg/L,Sinal,Dureza Total - mg/L,Sinal,Sn Total - µg/L,Sinal,Sr total - µg/L,Sinal,Fe total - µg/L,Sinal,P Total - µg/L,Sinal,Li Total - µg/L,Sinal,Mg total - µg/L,Sinal,Mn total - µg/L,Sinal,Hg total - µg/L,Sinal,Mo total - µg/L,Sinal,Ni total - µg/L,Sinal,K Total - µg/L,Sinal,Ag total - µg/L,Sinal,Se total - µg/L,Sinal,Na total - µg/L,Sinal,Ti total - µg/L,Sinal,U total - µg/L,Sinal,V total - µg/L,Sinal,Zn total - µg/L,Sinal,Cloreto - mg/L,Sinal,Fluoreto - mg/L,Sinal,Sulfato - mg/L,Sinal,Nitrogênio amoniacal - mg/L,Sinal,NKT - mg/L,Sinal,N-Nitrato - mg/L,Sinal,N-Nitrito  - mg/L,Sinal,SDT - mg/L,Sinal,Alcalinidade Bicarbonato - mg/L,Sinal,Alcalinidade Carbonato - mg/L,Sinal,Alcalinidade hidróxido - mg/L,Sinal,Alcalinidade total - mg/L,Sinal,Carbono Orgânico Dissolvido,Sinal,CE - Campo,Sinal,pH - campo,Sinal,Temp água -  °C,Sinal,Temp. ar - °C,"Coli totais 
P/A em 100 mL","E coli
P/A em 100 mL","Bac. Heter
UFC/mL"
14,ALTO PARANAPANEMA,ANGATUBA,TU00314P,Tubarão,2306875,18/4/2023,=,4.45,<,0.02,=,5.69,=,12.2,<,0.5,=,6.06,<,0.01,=,4330,<,0.05,<,0.05,<,0.2,<,0.2,=,12.3,<,0.2,=,88,=,2.92,<,10,=,5.1,=,357,=,13.9,<,0.1,=,0.11,<,0.2,=,671,<,0.1,<,0.2,=,38500,<,0.3,<,0.005,<,0.2,<,0.5,=,0.57,=,0.075,=,4.5,<,0.1,<,1,<,0.05,<,0.01,=,115,=,81.7,=,6.44,=,0,,NA,<,1,=,178.3,=,8.87,=,24.1,=,24.4,Ausente,Ausente,9
14,ALTO PARANAPANEMA,ANGATUBA,TU00314P,Tubarão,2319912,17/10/2023,=,3.86,<,0.02,=,5.17,=,11.3,<,0.5,=,3.44,<,0.01,=,3953,<,0.05,<,0.05,<,0.2,<,0.2,=,11.3,<,0.2,=,84.5,=,5.2,<,10,=,5.73,=,339,=,13.9,<,0.1,=,0.11,<,0.2,=,687,<,0.1,<,0.2,=,37470,<,0.3,<,0.005,<,0.2,<,0.5,=,0.71,=,0.081,=,4.94,<,0.1,<,1,<,0.05,<,0.01,=,120,=,81,=,8.48,=,0,,NA,<,1,=,176.4,=,8.8,=,23.9,=,23.6,Ausente,Ausente,6
14,ALTO PARANAPANEMA,BARAO DE ANTONINA,TU00230P,Tubarão,2306608,4/4/2023,=,6.09,<,0.02,<,0.2,=,28.4,<,0.5,=,2.63,=,0.03,=,5990,=,0.33,<,0.05,=,3.34,=,0.38,=,23.1,<,0.2,=,72.9,=,16,=,56.5,=,3.88,=,1970,=,3.55,<,0.1,=,0.14,=,1.94,=,2680,<,0.1,<,0.2,=,10700,<,0.3,=,0.03,=,0.53,=,1.97,=,0.92,=,0.077,=,0.72,<,0.1,<,0.5,=,0.31,<,0.01,=,109,=,45.2,=,0,=,0,,NA,<,1,=,94.9,=,6.17,=,22.4,=,27.6,Ausente,Ausente,20
14,ALTO PARANAPANEMA,BARAO DE ANTONINA,TU00230P,Tubarão,2319461,3/10/2023,<,2,<,0.02,<,0.2,=,25.3,<,0.5,<,2,<,0.01,=,5199,=,0.52,<,0.05,=,5.68,=,0.32,=,20.7,<,0.2,=,66.2,=,28.9,=,50.2,=,4.12,=,1876,=,4.38,<,0.1,=,0.16,=,0.38,=,2570,<,0.1,<,0.2,=,10460,<,0.3,=,0.02,=,0.5,=,1.63,=,1.21,=,0.064,=,1.28,<,0.1,<,0.5,=,0.35,<,0.01,=,113,=,46.3,=,0,=,0,,NA,<,1,=,95.3,=,6.78,=,22.4,=,26.7,Ausente,Ausente,9
14,ALTO PARANAPANEMA,CAMPINA DO MONTE ALEGRE,TU00315P,Tubarão,2306874,18/4/2023,=,12,<,0.02,=,1.78,=,6.4,<,0.5,=,12.7,<,0.01,=,905,<,0.05,<,0.05,<,0.2,<,0.2,=,2.26,<,0.2,=,19.3,<,2,=,11.8,=,6.85,<,100,=,0.35,<,0.1,=,0.18,<,0.2,=,261,<,0.1,<,0.2,=,80800,<,0.3,<,0.005,<,0.2,<,0.5,=,0.68,=,0.12,=,8.85,<,0.1,<,1,<,0.05,=,0.01,=,212,=,111,=,51.7,=,0,,NA,<,1,=,339,=,9.51,=,25.4,=,23.1,Ausente,Ausente,1
14,ALTO PARANAPANEMA,CAMPINA DO MONTE ALEGRE,TU00315P,Tubarão,2319914,17/10/2023,=,13,<,0.02,=,1.74,=,5.84,<,0.5,=,8.52,<,0.01,=,656,<,0.05,<,0.05,<,0.2,<,0.2,=,1.64,<,0.2,=,18.2,<,2,=,10.1,=,7.51,<,100,=,0.31,<,0.1,=,0.22,<,0.2,=,280,<,0.1,<,0.2,=,77310,<,0.3,<,0.005,<,0.2,<,0.5,=,0.82,=,0.13,=,9.79,<,0.1,<,1,<,0.05,<,0.01,=,196,=,105,=,52.2,=,0,,NA,<,1,=,335,=,9.51,=,25.6,=,23.6,Ausente,Ausente,1
14,ALTO PARANAPANEMA,CAPAO BONITO,PC00238P,Pré-Cambriano/Cristalino,2306831,25/4/2023,<,2,<,0.02,<,0.2,=,20.2,<,0.5,=,5.98,<,0.01,=,51600,<,0.05,<,0.05,=,0.71,=,3.3,=,212,<,0.2,=,57.6,<,2,=,12.3,=,1.22,=,20200,=,0.11,<,0.1,<,0.03,=,0.46,=,676,<,0.1,<,0.2,=,5570,<,0.3,=,0.1,=,11.8,=,1.95,=,7.6,=,0.1,=,3.6,<,0.1,<,0.5,=,2.98,=,0.011,=,287,=,200,=,0,=,0,,NA,<,1,=,4.2,=,7.2,=,21.5,=,25,Ausente,Ausente,1
14,ALTO PARANAPANEMA,CAPAO BONITO,PC00238P,Pré-Cambriano/Cristalino,2319763,24/10/2023,=,2.73,<,0.02,<,0.2,=,20.1,<,0.5,=,4.22,<,0.01,=,50910,=,0.08,<,0.05,=,0.35,=,2.91,=,208,<,0.2,=,57.4,=,4.07,=,13.5,=,1.26,=,19680,=,0.12,<,0.1,=,0.04,=,0.81,=,694,<,0.1,<,0.2,=,5952,<,0.3,=,0.18,=,12.8,=,1.24,=,8.04,=,0.14,=,3.91,<,0.1,<,0.5,=,3.06,<,0.01,=,309,=,192,=,0,=,0,,NA,<,1,=,405,=,7.33,=,21.5,=,32.2,Ausente,Ausente,193
14,ALTO PARANAPANEMA,GUAPIARA,PC00318P,Pré-Cambriano/Cristalino,2306582,5/4/2023,<,2,<,0.02,<,0.2,=,40.5,<,0.5,=,4.96,<,0.01,=,67700,<,0.05,<,0.05,=,0.26,=,0.8,=,220,<,0.2,=,222,<,2,=,14.4,=,1.07,=,12500,<,0.1,<,0.1,<,0.03,<,0.2,=,372,<,0.1,<,0.2,=,2030,<,0.3,=,0.6,=,0.38,=,6.96,=,2.37,=,0.17,=,1.19,<,0.1,<,0.5,=,0.66,<,0.01,=,253,=,219,=,0,=,0,,NA,<,1,=,407,=,7.23,=,19.9,=,25,Ausente,Ausente,1
14,ALTO PARANAPANEMA,GUAPIARA,PC00318P,Pré-Cambriano/Cristalino,2319759,4/10/2023,<,2,<,0.02,<,0.2,=,41.8,<,0.5,=,3.17,<,0.01,=,66220,=,0.38,<,0.05,<,0.2,=,0.71,=,216,<,0.2,=,214,=,4.77,=,17,=,1.37,=,12360,<,0.1,<,0.1,<,0.03,<,0.2,=,372,<,0.1,<,0.2,=,2040,<,0.3,=,0.52,=,0.41,=,5.9,=,2.97,=,0.18,=,1.88,<,0.1,<,0.5,=,0.78,<,0.01,=,231,=,222,=,0,=,0,,NA,<,1,=,413,=,7.23,=,19.7,=,19.4,Ausente,Ausente,1
14,ALTO PARANAPANEMA,IPAUSSU,SG00376P,Serra Geral,2305366,10/4/2023,<,2,<,0.02,<,0.2,=,104,<,0.5,<,2,<,0.01,=,1780,=,0.28,=,0.1,=,3.36,=,0.21,=,6.5,<,0.2,=,61.4,<,2,=,60.5,=,1.14,=,500,=,1.48,<,0.1,<,0.03,<,0.2,=,4830,<,0.1,<,0.2,=,3110,<,0.3,=,0.008,=,0.27,=,4.7,=,0.44,<,0.1,<,0.1,<,0.5,<,0.5,=,0.48,<,0.01,<,100,=,16,<,5,<,5,,NA,<,1,=,42,=,6,=,23.8,=,23.8,Ausente,Ausente,1
14,ALTO PARANAPANEMA,IPAUSSU,SG00376P,Serra Geral,2318968,2/10/2023,<,2,<,0.02,<,0.2,=,104,<,0.5,<,2,<,0.01,=,1620,=,0.13,=,0.11,=,2.7,<,0.2,=,6.2,<,0.2,=,60.1,<,2,=,49.9,=,1.34,=,522,=,1.66,<,0.1,<,0.03,<,0.2,=,4931,<,0.1,<,0.2,=,3334,<,0.3,=,0.01,=,0.27,=,5.82,=,0.48,<,0.1,<,0.1,<,0.5,<,0.5,=,0.51,<,0.01,<,100,=,19,<,5,<,5,,NA,<,1,=,41,=,6,=,23.8,=,22.3,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ITABERA,TU00316P,Tubarão,2306609,4/4/2023,=,5.19,<,0.02,<,0.2,=,8.28,<,0.5,<,2,<,0.01,<,500,=,0.45,=,0.18,=,5.17,<,0.2,<,1.3,<,0.2,=,1.78,=,2.52,<,10,=,0.34,=,110,=,2.61,<,0.1,<,0.03,=,0.49,<,200,<,0.1,<,0.2,=,288,<,0.3,=,0.005,<,0.2,=,4.35,<,0.4,=,0.059,<,0.5,<,0.1,<,0.5,=,0.086,<,0.01,<,50,=,0.88,=,0,=,0,,NA,<,1,=,7.3,=,4.9,=,22.8,=,29.4,Ausente,Ausente,2
14,ALTO PARANAPANEMA,ITABERA,TU00316P,Tubarão,2319462,3/10/2023,=,4.8,<,0.02,<,0.2,=,6.42,<,0.5,<,2,<,0.01,<,500,=,0.17,=,0.16,=,1.65,<,0.2,<,1.3,<,0.2,<,1,=,13.3,<,10,=,0.35,<,100,=,4.31,<,0.1,<,0.03,=,0.32,<,200,<,0.1,<,0.2,<,200,<,0.3,=,0.005,<,0.2,=,0.86,=,0.47,<,0.05,<,0.5,<,0.1,<,0.5,=,0.12,<,0.01,<,50,<,2,=,0,=,0,,NA,<,1,=,7.8,=,5.53,=,23.6,=,29.6,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ITAPETININGA,TU00247P,Tubarão,2306876,18/4/2023,=,5.8,<,0.02,=,2.25,=,20.3,<,0.5,=,8.89,<,0.01,=,3190,<,0.05,<,0.05,<,0.2,<,0.2,=,8.7,<,0.2,=,145,<,2,=,11.1,=,3.25,=,178,=,4.39,<,0.1,=,0.19,<,0.2,=,408,<,0.1,<,0.2,=,47300,<,0.3,<,0.005,<,0.2,<,0.5,=,0.66,=,0.082,=,5.29,<,0.1,<,1,<,0.05,<,0.01,=,136,=,91.4,=,12.5,=,0,,NA,<,1,=,216,=,8.9,=,23.5,=,24.4,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ITAPETININGA,TU00247P,Tubarão,2319913,17/10/2023,=,5.55,<,0.02,=,2.08,=,19.6,<,0.5,=,6.2,<,0.01,=,2749,<,0.05,<,0.05,<,0.2,<,0.2,=,7.43,<,0.2,=,146,=,2.19,<,10,=,3.88,=,138,=,7.06,<,0.1,=,0.21,<,0.2,=,386,<,0.1,<,0.2,=,46790,<,0.3,<,0.005,<,0.2,<,0.5,=,0.8,=,0.091,=,5.81,<,0.1,<,1,<,0.05,<,0.01,=,133,=,92,=,11.8,=,0,,NA,<,1,=,209,=,9.06,=,23.4,=,26.4,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ITAPETININGA,TU00419P,Tubarão,2306868,17/4/2023,=,2.62,<,0.02,=,1.19,=,51.4,<,0.5,=,7.48,<,0.01,=,9500,<,0.05,<,0.05,<,0.2,<,0.2,=,24.3,<,0.2,=,173,=,6.56,<,10,=,5.96,=,138,=,15.5,<,0.1,=,0.11,<,0.2,=,1370,<,0.1,<,0.2,=,48900,<,0.3,<,0.005,<,0.2,=,1.78,=,1.07,=,0.081,=,4.06,<,0.1,<,1,<,0.05,<,0.01,=,167,=,125,=,0,=,0,,NA,<,1,=,245,=,8.61,=,24.5,=,29,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ITAPETININGA,TU00419P,Tubarão,2319909,17/10/2023,=,2.13,<,0.02,=,1.08,=,47.8,<,0.5,=,4.26,<,0.01,=,8728,<,0.05,<,0.05,<,0.2,<,0.2,=,22.2,<,0.2,=,163,=,6.61,<,10,=,7.01,=,110,=,14.7,<,0.1,=,0.12,<,0.2,=,1304,<,0.1,<,0.2,=,49220,<,0.3,<,0.005,<,0.2,<,0.5,=,1.2,=,0.086,=,4.38,<,0.1,<,1,<,0.05,<,0.01,=,160,=,115,=,6.5,=,0,,NA,<,1,=,240,=,8.51,=,24.4,=,21.1,Ausente,Ausente,3
14,ALTO PARANAPANEMA,ITAPEVA,TU00317P,Tubarão,2306578,4/4/2023,<,2,<,0.02,=,0.23,=,113,<,0.5,=,3.2,=,0.03,=,6250,=,0.07,=,0.17,=,0.82,<,0.2,=,20.8,<,0.2,=,69.2,=,14,=,26.1,=,4.08,=,1250,=,26.6,<,0.1,=,0.11,=,0.46,=,2710,<,0.1,<,0.2,=,7830,<,0.3,=,0.01,<,0.2,=,5.29,<,0.4,=,0.078,=,1.24,<,0.1,<,0.5,=,0.18,<,0.01,=,88,=,39.4,=,0,=,0,,NA,<,1,=,80.5,=,6.3,=,22.9,=,26.9,Ausente,Ausente,10
14,ALTO PARANAPANEMA,ITAPEVA,TU00317P,Tubarão,2319438,3/10/2023,=,2.36,<,0.02,=,0.23,=,111,<,0.5,<,2,=,0.04,=,5500,=,0.09,=,0.2,=,0.74,<,0.2,=,19,<,0.2,=,63.8,=,205,=,31.6,=,4.69,=,1286,=,32.1,<,0.1,=,0.05,=,0.57,=,2755,<,0.1,<,0.2,=,7975,<,0.3,=,0.01,<,0.2,=,5.59,=,0.6,=,0.068,=,1.7,<,0.1,<,0.5,=,0.22,<,0.01,=,85,=,39,=,0,=,0,,NA,<,1,=,80.9,=,6.32,=,22.9,=,25.7,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ITARARE,FU00397P,Furnas,2306580,4/4/2023,=,10.6,<,0.02,<,0.2,=,5.67,<,0.5,<,2,<,0.01,<,500,=,0.51,=,0.18,=,8.23,<,0.2,<,1.3,<,0.2,=,2.04,=,7.93,<,10,=,0.67,<,100,=,2.84,<,0.1,<,0.03,<,0.2,<,200,<,0.1,<,0.2,=,426,<,0.3,=,0.02,<,0.2,=,3.37,<,0.4,<,0.05,<,0.5,<,0.1,<,0.5,=,0.34,<,0.01,<,50,=,0.12,=,0,=,0,,NA,<,1,=,10.6,=,4.76,=,22.1,=,23.5,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ITARARE,FU00397P,Furnas,2319437,3/10/2023,=,9.46,<,0.02,<,0.2,=,5.88,<,0.5,<,2,<,0.01,<,500,=,0.66,=,0.16,=,10.5,<,0.2,<,1.3,<,0.2,=,1.79,=,10.4,<,10,=,0.77,<,100,=,3.21,<,0.1,<,0.03,=,0.2,<,200,<,0.1,<,0.2,=,520,<,0.3,=,0.01,<,0.2,=,3.85,=,0.47,<,0.05,<,0.5,<,0.1,<,0.5,=,0.4,<,0.01,<,50,<,2,=,0,=,0,,NA,<,1,=,11.1,=,4.88,=,20.2,=,23.2,Ausente,Ausente,1
14,ALTO PARANAPANEMA,ITARARE,TU00249P,Tubarão,2306579,4/4/2023,<,2,<,0.02,=,0.74,=,18.5,<,0.5,=,2.14,<,0.01,=,14800,<,0.05,<,0.05,=,0.41,=,1.12,=,42.1,<,0.2,=,116,<,2,=,15.7,=,2.86,=,1240,<,0.1,<,0.1,=,0.15,<,0.2,=,688,<,0.1,<,0.2,=,8640,<,0.3,=,0.15,=,7.9,=,4.79,<,0.4,=,0.095,=,0.66,<,0.1,<,0.5,=,0.42,<,0.01,=,109,=,57.9,=,0,=,0,,NA,<,1,=,114.6,=,7.93,=,20.5,=,22.2,Ausente,Ausente,4
14,ALTO PARANAPANEMA,ITARARE,TU00249P,Tubarão,2319436,3/10/2023,<,2,<,0.02,=,0.73,=,15.9,<,0.5,<,2,<,0.01,=,13640,<,0.05,<,0.05,<,0.2,=,0.96,=,38.8,<,0.2,=,114,<,2,=,15.5,=,3.38,=,1146,<,0.1,<,0.1,=,0.18,<,0.2,=,810,<,0.1,<,0.2,=,9423,<,0.3,=,0.11,=,7.36,=,2.9,=,0.47,=,0.085,=,1.15,<,0.1,<,0.5,=,0.36,<,0.01,=,108,=,59.4,=,0,=,0,,NA,<,1,=,115.8,=,7.59,=,22,=,19,Ausente,Ausente,1
14,ALTO PARANAPANEMA,PIRAJU,GU00375P,Guarani,2306600,11/4/2023,<,2,<,0.02,<,0.2,=,37.2,<,0.5,<,2,<,0.01,=,1130,=,0.45,<,0.05,=,4.54,=,0.37,=,5.37,<,0.2,=,27.3,=,262,=,50.7,=,0.79,=,619,=,3.86,<,0.1,<,0.03,=,0.36,=,3380,<,0.1,<,0.2,=,1680,<,0.3,<,0.005,=,0.52,=,2.97,=,0.72,=,0.086,=,0.88,<,0.1,<,1,=,0.12,<,0.01,=,74,=,11.1,=,0,=,0,,NA,<,1,=,28.3,=,6.01,=,22.2,=,22.9,Ausente,Ausente,1
14,ALTO PARANAPANEMA,PIRAJU,GU00375P,Guarani,2319756,24/10/2023,=,7.06,<,0.02,<,0.2,=,36.8,<,0.5,<,2,<,0.01,=,1132,=,1.21,<,0.05,=,6.03,=,0.42,=,5.59,<,0.2,=,27.4,=,995,=,53.5,=,0.98,=,670,=,10.9,<,0.1,<,0.03,=,0.53,=,3445,<,0.1,<,0.2,=,1740,<,0.3,=,0.01,=,0.69,=,8.34,=,0.57,=,0.07,=,0.65,<,0.1,<,0.5,=,0.096,<,0.01,=,55,=,13,=,0,=,0,,NA,<,1,=,27.8,=,6.59,=,22.4,=,27.1,Ausente,Ausente,1
14,ALTO PARANAPANEMA,RIBEIRAO BRANCO,PC00271P,Pré-Cambriano/Cristalino,2306581,5/4/2023,<,2,<,0.02,<,0.2,=,151,<,0.5,<,2,=,0.01,=,15600,=,0.33,<,0.05,=,5.13,=,0.33,=,49.1,<,0.2,=,230,=,4.81,=,59.9,=,1.33,=,2460,=,3.79,<,0.1,<,0.03,<,0.2,=,2670,<,0.1,<,0.2,=,7000,<,0.3,=,0.16,=,0.77,=,18.8,=,1.76,=,0.15,<,0.5,<,0.1,<,0.5,=,1.94,<,0.01,=,128,=,57.6,=,0,=,0,,NA,<,1,=,135.5,=,6.96,=,20.9,=,23.7,Ausente,Ausente,1
14,ALTO PARANAPANEMA,RIBEIRAO BRANCO,PC00271P,Pré-Cambriano/Cristalino,2319760,4/10/2023,<,2,<,0.02,<,0.2,=,151,<,0.5,<,2,=,0.01,=,15140,=,0.61,<,0.05,=,10.6,=,0.26,=,48.7,<,0.2,=,228,=,5.1,=,58.8,=,1.5,=,2643,=,3.88,<,0.1,=,0.04,<,0.2,=,2680,<,0.1,<,0.2,=,7172,<,0.3,=,0.12,=,0.7,=,19.1,=,2.23,=,0.14,=,0.78,<,0.1,<,0.5,=,2.21,<,0.01,=,132,=,58.7,=,0,=,0,,NA,<,1,=,137.7,=,7.02,=,20.9,=,19.9,Ausente,Ausente,1
14,ALTO PARANAPANEMA,SAO MIGUEL ARCANJO,PC00131P,Pré-Cambriano/Cristalino,2306871,17/4/2023,<,2,<,0.02,<,0.2,=,18.1,<,0.5,=,8.01,<,0.01,=,3710,=,0.06,<,0.05,=,0.42,=,0.53,=,20,<,0.2,=,34.1,=,16.7,=,21.4,=,2.35,=,2600,=,14.2,<,0.1,=,0.06,=,2.26,=,968,<,0.1,<,0.2,=,5110,<,0.3,=,0.01,<,0.2,=,4.42,=,4.98,=,0.055,=,1.04,<,0.1,<,1,=,1.02,<,0.01,=,54,=,16.7,=,0,=,0,,NA,<,1,=,67.8,=,5.19,=,21.9,=,27.1,Ausente,Ausente,1
14,ALTO PARANAPANEMA,SAO MIGUEL ARCANJO,PC00131P,Pré-Cambriano/Cristalino,2319910,17/10/2023,<,2,<,0.02,<,0.2,=,15.4,<,0.5,=,5.44,<,0.01,=,2948,=,0.26,<,0.05,=,1.2,=,0.49,=,16.9,<,0.2,=,28.4,=,125,=,16.7,=,2.57,=,2309,=,9.28,<,0.1,=,0.04,=,1.59,=,971,<,0.1,<,0.2,=,4589,<,0.3,=,0.01,<,0.2,=,6.38,=,5.1,=,0.059,=,1.12,<,0.1,<,1,=,1,<,0.01,<,50,=,15,=,0,=,0,,NA,<,1,=,62.4,=,5.7,=,21,=,24.1,Ausente,Ausente,1
14,ALTO PARANAPANEMA,SAO MIGUEL ARCANJO,TU00132P,Tubarão,2306869,17/4/2023,<,2,<,0.02,=,0.32,=,110,<,0.5,=,2.94,<,0.01,=,3010,=,0.5,<,0.05,=,1.86,<,0.2,=,11.9,<,0.2,=,68.1,=,14.6,=,136,=,3.21,=,1070,=,0.15,<,0.1,=,0.03,=,0.29,=,3180,<,0.1,<,0.2,=,11100,<,0.3,=,0.09,=,0.38,=,4.3,=,0.56,=,0.071,=,1.22,<,0.1,<,1,=,0.12,=,0.01,=,106,=,36.8,=,0,=,0,,NA,<,1,=,74.1,=,6.08,=,22.7,=,27.7,Ausente,Ausente,1
14,ALTO PARANAPANEMA,SAO MIGUEL ARCANJO,TU00132P,Tubarão,2319908,17/10/2023,<,2,<,0.02,=,0.28,=,88.5,<,0.5,<,2,<,0.01,=,2696,=,0.19,<,0.05,=,0.33,<,0.2,=,11,<,0.2,=,64.1,=,2.5,=,122,=,3.83,=,1046,=,0.16,<,0.1,=,0.04,<,0.2,=,3045,<,0.1,<,0.2,=,10340,<,0.3,=,0.11,=,0.31,=,166,=,0.69,=,0.079,=,1.38,<,0.1,<,1,=,0.16,<,0.01,=,97,=,36,=,0,=,0,,NA,<,1,=,74.5,=,6.36,=,22.6,=,23.1,Ausente,Ausente,29
14,ALTO PARANAPANEMA,SARUTAIA,GU00136P,Guarani,2306605,11/4/2023,<,2,<,0.02,=,0.42,=,7.81,<,0.5,=,2.12,<,0.01,=,9760,=,0.18,<,0.05,=,1.73,=,1,=,29.6,<,0.2,=,91.8,<,2,=,309,=,1.6,=,1260,<,0.1,<,0.1,<,0.03,<,0.2,=,3330,<,0.1,<,0.2,=,5400,<,0.3,<,0.005,=,2.2,=,1.38,=,0.63,=,0.15,=,0.94,<,0.1,<,1,=,0.17,<,0.01,=,93,=,43.6,=,0,=,0,,NA,<,1,=,86.9,=,6.36,=,21.9,=,26.2,Ausente,Ausente,1
14,ALTO PARANAPANEMA,SARUTAIA,GU00136P,Guarani,2319757,24/10/2023,<,2,<,0.02,=,0.46,=,7.21,<,0.5,<,2,<,0.01,=,9526,=,0.13,<,0.05,=,0.69,=,1.12,=,29.2,<,0.2,=,89.5,<,2,=,344,=,2.1,=,1322,<,0.1,<,0.1,<,0.03,<,0.2,=,3292,<,0.1,=,0.22,=,5433,<,0.3,<,0.005,=,2.47,<,0.5,=,0.5,=,0.12,=,0.72,<,0.1,<,0.5,=,0.16,<,0.01,=,100,=,42,=,0,=,0,,NA,<,1,=,93.2,=,6.68,=,21.8,=,26.2,Ausente,Ausente,1
14,ALTO PARANAPANEMA,TAQUARITUBA,SG00396P,Serra Geral,2306610,4/4/2023,<,2,<,0.02,<,0.2,=,47.7,<,0.5,=,32.6,<,0.01,=,21000,=,0.41,<,0.05,=,1.05,=,0.36,=,76.2,<,0.2,=,279,=,68.9,=,92.2,=,8.13,=,5770,=,0.86,<,0.1,=,0.15,<,0.2,=,1240,<,0.1,<,0.2,=,38800,<,0.3,<,0.005,=,4.96,=,19.2,=,3.96,=,0.21,=,99.4,<,0.1,<,0.5,=,1.1,<,0.01,=,237,=,57.8,=,0,=,0,,NA,<,1,=,349,=,6.32,=,23.4,=,26,Ausente,Ausente,1
14,ALTO PARANAPANEMA,TAQUARITUBA,SG00396P,Serra Geral,2319463,3/10/2023,<,2,<,0.02,<,0.2,=,40.9,<,0.5,=,28.5,<,0.01,=,19800,=,0.31,<,0.05,=,0.49,=,0.3,=,73.7,<,0.2,=,263,=,67.1,=,87.5,=,8.36,=,5900,=,0.84,<,0.1,=,0.18,<,0.2,=,1164,<,0.1,<,0.2,=,36570,<,0.3,<,0.005,=,5.34,=,17.7,=,4.26,=,0.19,=,81.7,<,0.1,<,0.5,=,1.32,<,0.01,=,261,=,57.6,=,0,=,0,,NA,<,1,=,314,=,6.85,=,23.5,=,23.9,Ausente,Ausente,1
15,TURVO/GRANDE,AMERICO DE CAMPOS,BA00226P,Bauru,2304708,21/3/2023,=,15.2,<,0.02,=,0.28,<,1,<,0.5,=,18.2,<,0.01,=,810,=,0.08,<,0.05,=,0.42,=,7.9,=,2.02,<,0.2,=,27,=,5.91,<,10,=,0.23,<,100,<,0.1,<,0.1,=,0.7,<,0.2,<,200,<,0.1,=,0.28,=,61000,<,0.3,=,0.16,=,45.9,=,1.67,<,1,=,0.2,=,6,NA,NA,<,0.5,=,0.06,<,0.05,=,178,<,20,=,101,<,20,=,81.2,<,1,=,280,=,9.95,=,29,=,33.2,Ausente,Ausente,250
15,TURVO/GRANDE,AMERICO DE CAMPOS,BA00226P,Bauru,2317201,26/9/2023,=,15.1,<,0.02,=,0.25,<,1,<,0.5,=,18.6,<,0.01,=,665,=,0.08,<,0.05,=,0.55,=,6.8,=,1.66,<,0.2,=,25.7,<,2,<,10,=,0.26,<,100,<,0.1,<,0.1,=,0.66,<,0.2,=,464,<,0.1,=,0.27,=,61080,<,0.3,=,0.18,=,42.1,=,0.93,<,1,=,0.2,=,5,<,1,<,1,=,0.07,<,0.05,=,216,=,74.4,=,64.6,<,20,=,139,<,1,=,283,=,9.86,=,27.8,=,40.7,Ausente,Ausente,16
15,TURVO/GRANDE,CAJOBI,BA00023P,Bauru,2304567,15/3/2023,=,3.72,<,0.02,<,0.2,=,120,<,0.5,<,2,<,0.01,=,28000,<,0.05,<,0.05,<,0.2,=,27.2,=,101,<,0.2,=,530,<,2,<,10,=,2.32,=,7600,=,0.25,<,0.1,<,0.03,<,0.2,=,3100,<,0.1,<,0.2,=,7000,<,0.3,=,0.13,=,12.2,=,0.54,=,3,<,0.1,=,2,<,0.5,<,0.5,=,2,<,0.05,=,184,=,96.5,<,20,<,20,=,96.5,<,1,=,225,=,7.59,=,25.6,=,27.7,Presente,Ausente,10
15,TURVO/GRANDE,CAJOBI,BA00023P,Bauru,2317194,20/9/2023,=,2.07,<,0.02,<,0.2,=,118,<,0.5,<,2,<,0.01,=,27300,=,0.07,<,0.05,=,0.64,=,29.5,=,99.6,<,0.2,=,530,=,2.3,=,12,=,2.4,=,7616,<,0.1,<,0.1,<,0.03,<,0.2,=,2986,<,0.1,<,0.2,=,6927,<,0.3,=,0.15,=,12.5,=,0.59,=,5,<,0.1,=,7,<,0.5,<,0.5,=,3,=,0.3,=,168,=,105,<,20,<,20,=,105,=,2,=,231,=,7.67,=,26.5,=,35.3,Presente,Ausente,20
